City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,,379938.47,,,4377221.5,,,,,39.0,,,88.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,,,,,78605923.45,,,,,,,,108.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,56079189.52,,,,,,,,113.0,
,,,,,,,,,,,2934655.0,,,,,,,,43.0,
,,,,,,,807646.45,8395303.95,,,10833690.42,,,,64.0,233.0,,,139.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,2934655.0,,,,,,,,43.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,,,,,78605923.45,,,,,,,,108.0,
,,,,,,,807646.45,8395303.95,,,10833690.42,,,,64.0,233.0,,,139.0,
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,2934655.0,,,,,,,,43.0,
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,,379938.47,,,4377221.5,,,,,39.0,,,88.0,
,,,,,,,,,,,2934655.0,,,,,,,,43.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
,,,,,,,,379938.47,,,1442566.5,,,,,39.0,,,45.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,53144534.52,,,,,,,,70.0,
,,,,,,,9680252.1,1396141.04,,,6585311.04,,,,101.0,27.0,,,220.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,9019390.4,,,,101.0,27.0,,,211.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,10218443.53,,,,101.0,27.0,,,265.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,6585311.04,,,,101.0,27.0,,,220.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,7248784.06,,,,,,,,70.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,4832185.62,,,,,,,,99.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,8447837.19,,,,,,,,124.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,7248784.06,,,,,,,,70.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,4832185.62,,,,,,,,99.0,
,,,,,,,9680252.1,1396141.04,,,6585311.04,,,,101.0,27.0,,,220.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,610936.39,773601.7,,,15799667.01,,,,60.0,43.0,,,216.0,
,,,,,,,402440.53,893034.95,,,11948219.26,,,,47.0,72.0,,,201.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,610936.39,773601.7,,,15799667.01,,,,60.0,43.0,,,216.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,893034.95,,,11948219.26,,,,47.0,72.0,,,201.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,893034.95,,,11948219.26,,,,47.0,72.0,,,201.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,610936.39,773601.7,,,15799667.01,,,,60.0,43.0,,,216.0,
,,,,,,,402440.53,893034.95,,,11948219.26,,,,47.0,72.0,,,201.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,9888747.96,1396141.04,,,9484337.33,,,,114.0,27.0,,,205.0,
,,,,,,,610936.39,773601.7,,,15799667.01,,,,60.0,43.0,,,216.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,9888747.96,1396141.04,,,9484337.33,,,,114.0,27.0,,,205.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,9888747.96,1396141.04,,,9484337.33,,,,114.0,27.0,,,205.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,610936.39,773601.7,,,15799667.01,,,,60.0,43.0,,,216.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,128761667.0,8660431.07,,,7840306.82,60042.8,,,243.0,80.0,,,116.0,3.0
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,402440.53,773601.7,,,11701587.59,,,,47.0,43.0,,,177.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,7248784.06,,,,,,,,70.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,9680252.1,1396141.04,,,5386257.91,,,,101.0,27.0,,,166.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,7248784.06,,,,,,,,70.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,7248784.06,,,,,,,,70.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3615651.57,,,,,,,,25.0,
,,,,,,,,,,,3633132.49,,,,,,,,45.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,,,,,25960741.75,,,,,,,,62.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,505915.62,,,,8.0,,,,25.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,208495.86,,,,4098079.42,,,,13.0,,,,39.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,25967304.55,,,,8.0,,,,63.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,58872.06,,,,6562.8,,,,8.0,,,,1.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,,,,,499352.82,,,,,,,,24.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,9661109.42,22131919.88,,,30670587.42,278497.7,,5.0,145.0,172.0,,,584.0,10.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7968852.38,34254807.25,,,35583614.35,240346.92,,,67.0,292.0,,,535.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7968852.38,34254807.25,,,35583614.35,240346.92,,,67.0,292.0,,,535.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7968852.38,34254807.25,,,35583614.35,240346.92,,,67.0,292.0,,,535.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7968852.38,34254807.25,,,35583614.35,240346.92,,,67.0,292.0,,,535.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,,751781.58,12122887.37,,,10381236.1,,,,28.0,120.0,,,179.0,
